site,logger,id,year,month,day,hour,date,microsite,temp,smc
1,10859618,,2016,3,11,20,3/11/2016,shrub,7.268,0.2719
1,10859618,,2016,3,11,21,3/11/2016,shrub,7.695,0.2701
1,10859618,,2016,3,11,22,3/11/2016,shrub,6.687,0.2687
1,10859618,,2016,3,11,23,3/11/2016,shrub,6.56,0.2673
1,10859618,,2016,3,12,0,3/12/2016,shrub,7.368,0.2664
1,10859618,,2016,3,12,1,3/12/2016,shrub,7.318,0.2657
1,10859618,,2016,3,12,2,3/12/2016,shrub,6.255,0.2646
1,10859618,,2016,3,12,3,3/12/2016,shrub,5.282,0.2642
1,10859618,,2016,3,12,4,3/12/2016,shrub,4.947,0.2639
1,10859618,,2016,3,12,5,3/12/2016,shrub,5.719,0.2628
1,10859618,,2016,3,12,6,3/12/2016,shrub,6.357,0.2621
1,10859618,,2016,3,12,7,3/12/2016,shrub,6.687,0.2615
1,10859618,,2016,3,12,8,3/12/2016,shrub,8.568,0.2611
1,10859618,,2016,3,12,9,3/12/2016,shrub,10.663,0.2604
1,10859618,,2016,3,12,10,3/12/2016,shrub,14.697,0.2592
1,10859618,,2016,3,12,11,3/12/2016,shrub,16.82,0.2589
1,10859618,,2016,3,12,12,3/12/2016,shrub,22.441,0.2585
1,10859618,,2016,3,12,13,3/12/2016,shrub,21.963,0.2582
1,10859618,,2016,3,12,14,3/12/2016,shrub,20.579,0.2582
1,10859618,,2016,3,12,15,3/12/2016,shrub,19.674,0.2579
1,10859618,,2016,3,12,16,3/12/2016,shrub,18.747,0.2579
1,10859618,,2016,3,12,17,3/12/2016,shrub,14.84,0.2575
1,10859618,,2016,3,12,18,3/12/2016,shrub,11.273,0.2571
1,10859618,,2016,3,12,19,3/12/2016,shrub,10.565,0.2567
1,10859618,,2016,3,12,20,3/12/2016,shrub,9.238,0.2564
1,10859618,,2016,3,12,21,3/12/2016,shrub,10.051,0.2557
1,10859618,,2016,3,12,22,3/12/2016,shrub,10.026,0.255
1,10859618,,2016,3,12,23,3/12/2016,shrub,8.195,0.255
1,10859618,,2016,3,13,0,3/13/2016,shrub,7.645,0.2546
1,10859618,,2016,3,13,1,3/13/2016,shrub,6.357,0.2542
1,10859618,,2016,3,13,2,3/13/2016,shrub,6.965,0.2538
1,10859618,,2016,3,13,3,3/13/2016,shrub,5.821,0.2534
1,10859618,,2016,3,13,4,3/13/2016,shrub,5.514,0.2534
1,10859618,,2016,3,13,5,3/13/2016,shrub,7.268,0.2528
1,10859618,,2016,3,13,6,3/13/2016,shrub,7.72,0.2524
1,10859618,,2016,3,13,7,3/13/2016,shrub,7.97,0.252
1,10859618,,2016,3,13,8,3/13/2016,shrub,9.509,0.2516
1,10859618,,2016,3,13,9,3/13/2016,shrub,14.29,0.2505
1,10859618,,2016,3,13,10,3/13/2016,shrub,17.558,0.2502
1,10859618,,2016,3,13,11,3/13/2016,shrub,24.267,0.249
1,10859618,,2016,3,13,12,3/13/2016,shrub,24.436,0.2494
1,10859618,,2016,3,13,13,3/13/2016,shrub,24.75,0.249
1,10859618,,2016,3,13,14,3/13/2016,shrub,22.633,0.2494
1,10859618,,2016,3,13,15,3/13/2016,shrub,17.344,0.2498
1,10859618,,2016,3,13,16,3/13/2016,shrub,19.246,0.2494
1,10859618,,2016,3,13,17,3/13/2016,shrub,14.505,0.2498
1,10859618,,2016,3,13,18,3/13/2016,shrub,13.064,0.2498
1,10859618,,2016,3,13,19,3/13/2016,shrub,12.485,0.2494
1,10859618,,2016,3,13,20,3/13/2016,shrub,12.122,0.2494
1,10859618,,2016,3,13,21,3/13/2016,shrub,11.224,0.249
1,10859618,,2016,3,13,22,3/13/2016,shrub,10.516,0.2487
1,10859618,,2016,3,13,23,3/13/2016,shrub,10.149,0.2487
1,10859618,,2016,3,14,0,3/14/2016,shrub,8.369,0.2483
1,10859618,,2016,3,14,1,3/14/2016,shrub,7.795,0.2483
1,10859618,,2016,3,14,2,3/14/2016,shrub,7.82,0.2479
1,10859618,,2016,3,14,3,3/14/2016,shrub,9.139,0.2475
1,10859618,,2016,3,14,4,3/14/2016,shrub,7.945,0.2475
1,10859618,,2016,3,14,5,3/14/2016,shrub,8.519,0.2471
1,10859618,,2016,3,14,6,3/14/2016,shrub,8.965,0.2468
1,10859618,,2016,3,14,7,3/14/2016,shrub,10.271,0.246
1,10859618,,2016,3,14,8,3/14/2016,shrub,16.344,0.2452
1,10859618,,2016,3,14,9,3/14/2016,shrub,19.865,0.2445
1,10859618,,2016,3,14,10,3/14/2016,shrub,21.676,0.2441
1,10859618,,2016,3,14,11,3/14/2016,shrub,23.424,0.2445
1,10859618,,2016,3,14,12,3/14/2016,shrub,28.369,0.2437
1,10859618,,2016,3,14,13,3/14/2016,shrub,25.501,0.2441
1,10859618,,2016,3,14,14,3/14/2016,shrub,24.75,0.2441
1,10859618,,2016,3,14,15,3/14/2016,shrub,22.633,0.2445
1,10859618,,2016,3,14,16,3/14/2016,shrub,21.772,0.2445
1,10859618,,2016,3,14,17,3/14/2016,shrub,15.724,0.2452
1,10859618,,2016,3,14,18,3/14/2016,shrub,13.786,0.2452
1,10859618,,2016,3,14,19,3/14/2016,shrub,12.896,0.2452
1,10859618,,2016,3,14,20,3/14/2016,shrub,12.147,0.2452
1,10859618,,2016,3,14,21,3/14/2016,shrub,11.346,0.2449
1,10859618,,2016,3,14,22,3/14/2016,shrub,11.175,0.2449
1,10859618,,2016,3,14,23,3/14/2016,shrub,10.858,0.2449
1,10859618,,2016,3,15,0,3/15/2016,shrub,9.386,0.2445
1,10859618,,2016,3,15,1,3/15/2016,shrub,7.393,0.2449
1,10859618,,2016,3,15,2,3/15/2016,shrub,6.484,0.2449
1,10859618,,2016,3,15,3,3/15/2016,shrub,5.949,0.2449
1,10859618,,2016,3,15,4,3/15/2016,shrub,5.334,0.2449
1,10859618,,2016,3,15,5,3/15/2016,shrub,4.74,0.2449
1,10859618,,2016,3,15,6,3/15/2016,shrub,4.558,0.2449
1,10859618,,2016,3,15,7,3/15/2016,shrub,5.924,0.2445
1,10859618,,2016,3,15,8,3/15/2016,shrub,8.941,0.2437
1,10859618,,2016,3,15,9,3/15/2016,shrub,17.534,0.2418
1,10859618,,2016,3,15,10,3/15/2016,shrub,17.344,0.2418
1,10859618,,2016,3,15,11,3/15/2016,shrub,19.413,0.2414
1,10859618,,2016,3,15,12,3/15/2016,shrub,25.963,0.2399
1,10859618,,2016,3,15,13,3/15/2016,shrub,25.939,0.2403
1,10859618,,2016,3,15,14,3/15/2016,shrub,23.617,0.2406
1,10859618,,2016,3,15,15,3/15/2016,shrub,21.533,0.2406
1,10859618,,2016,3,15,16,3/15/2016,shrub,21.246,0.241
1,10859618,,2016,3,15,17,3/15/2016,shrub,15.509,0.2414
1,10859618,,2016,3,15,18,3/15/2016,shrub,11.88,0.2418
1,10859618,,2016,3,15,19,3/15/2016,shrub,9.089,0.2421
1,10859618,,2016,3,15,20,3/15/2016,shrub,7.695,0.2425
1,10859618,,2016,3,15,21,3/15/2016,shrub,7.293,0.2425
1,10859618,,2016,3,15,22,3/15/2016,shrub,5.77,0.2425
1,10859618,,2016,3,15,23,3/15/2016,shrub,6.128,0.2425
1,10859618,,2016,3,16,0,3/16/2016,shrub,5.719,0.2425
1,10859618,,2016,3,16,1,3/16/2016,shrub,5.514,0.2425
1,10859618,,2016,3,16,2,3/16/2016,shrub,5.385,0.2421
1,10859618,,2016,3,16,3,3/16/2016,shrub,4.532,0.2425
1,10859618,,2016,3,16,4,3/16/2016,shrub,4.558,0.2421
1,10859618,,2016,3,16,5,3/16/2016,shrub,4.272,0.2421
1,10859618,,2016,3,16,6,3/16/2016,shrub,3.827,0.2421
1,10859618,,2016,3,16,7,3/16/2016,shrub,5.719,0.2414
1,10859618,,2016,3,16,8,3/16/2016,shrub,11.394,0.2399
1,10859618,,2016,3,16,9,3/16/2016,shrub,20.055,0.2383
1,10859618,,2016,3,16,10,3/16/2016,shrub,24.992,0.2371
1,10859618,,2016,3,16,11,3/16/2016,shrub,30.243,0.2367
1,10859618,,2016,3,16,12,3/16/2016,shrub,31.255,0.2363
1,10859618,,2016,3,16,13,3/16/2016,shrub,31.204,0.2367
1,10859618,,2016,3,16,14,3/16/2016,shrub,27.949,0.2367
1,10859618,,2016,3,16,15,3/16/2016,shrub,25.695,0.2371
1,10859618,,2016,3,16,16,3/16/2016,shrub,25.72,0.2367
1,10859618,,2016,3,16,17,3/16/2016,shrub,19.294,0.2374
1,10859618,,2016,3,16,18,3/16/2016,shrub,14.673,0.2379
1,10859618,,2016,3,16,19,3/16/2016,shrub,11.589,0.2387
1,10859618,,2016,3,16,20,3/16/2016,shrub,11.151,0.239
1,10859618,,2016,3,16,21,3/16/2016,shrub,10.001,0.2387
1,10859618,,2016,3,16,22,3/16/2016,shrub,9.336,0.239
1,10859618,,2016,3,16,23,3/16/2016,shrub,8.693,0.239
1,10859618,,2016,3,17,0,3/17/2016,shrub,8.344,0.239
1,10859618,,2016,3,17,1,3/17/2016,shrub,8.02,0.239
1,10859618,,2016,3,17,2,3/17/2016,shrub,7.645,0.239
1,10859618,,2016,3,17,3,3/17/2016,shrub,7.041,0.239
1,10859618,,2016,3,17,4,3/17/2016,shrub,6.763,0.239
1,10859618,,2016,3,17,5,3/17/2016,shrub,6.636,0.2387
1,10859618,,2016,3,17,6,3/17/2016,shrub,6.661,0.2387
1,10859618,,2016,3,17,7,3/17/2016,shrub,8.891,0.2379
1,10859618,,2016,3,17,8,3/17/2016,shrub,15.103,0.2367
1,10859618,,2016,3,17,9,3/17/2016,shrub,21.748,0.2351
1,10859618,,2016,3,17,10,3/17/2016,shrub,32.613,0.2335
1,10859618,,2016,3,17,11,3/17/2016,shrub,37.233,0.2327
1,10859618,,2016,3,17,12,3/17/2016,shrub,38.226,0.2323
1,10859618,,2016,3,17,13,3/17/2016,shrub,36.742,0.2323
1,10859618,,2016,3,17,14,3/17/2016,shrub,32.253,0.2327
1,10859618,,2016,3,17,15,3/17/2016,shrub,30.217,0.2327
1,10859618,,2016,3,17,16,3/17/2016,shrub,28.369,0.2327
1,10859618,,2016,3,17,17,3/17/2016,shrub,22.537,0.233
1,10859618,,2016,3,17,18,3/17/2016,shrub,17.629,0.2344
1,10859618,,2016,3,17,19,3/17/2016,shrub,13.449,0.2347
1,10859618,,2016,3,17,20,3/17/2016,shrub,11.807,0.2351
1,10859618,,2016,3,17,21,3/17/2016,shrub,11.394,0.2351
1,10859618,,2016,3,17,22,3/17/2016,shrub,10.712,0.2355
1,10859618,,2016,3,17,23,3/17/2016,shrub,10.271,0.2355
1,10859618,,2016,3,18,0,3/18/2016,shrub,9.879,0.2355
1,10859618,,2016,3,18,1,3/18/2016,shrub,9.361,0.2355
1,10859618,,2016,3,18,2,3/18/2016,shrub,8.817,0.2355
1,10859618,,2016,3,18,3,3/18/2016,shrub,8.245,0.2355
1,10859618,,2016,3,18,4,3/18/2016,shrub,7.72,0.2355
1,10859618,,2016,3,18,5,3/18/2016,shrub,7.594,0.2351
1,10859618,,2016,3,18,6,3/18/2016,shrub,7.293,0.2351
1,10859618,,2016,3,18,7,3/18/2016,shrub,9.977,0.2347
1,10859618,,2016,3,18,8,3/18/2016,shrub,16.272,0.233
1,10859618,,2016,3,18,9,3/18/2016,shrub,21.772,0.2315
1,10859618,,2016,3,18,10,3/18/2016,shrub,35.395,0.2294
1,10859618,,2016,3,18,11,3/18/2016,shrub,38.282,0.2291
1,10859618,,2016,3,18,12,3/18/2016,shrub,40.257,0.2282
1,10859618,,2016,3,18,13,3/18/2016,shrub,37.015,0.2282
1,10859618,,2016,3,18,14,3/18/2016,shrub,32.587,0.2282
1,10859618,,2016,3,18,15,3/18/2016,shrub,30.343,0.2291
1,10859618,,2016,3,18,16,3/18/2016,shrub,26.891,0.2291
1,10859618,,2016,3,18,17,3/18/2016,shrub,21.199,0.2299
1,10859618,,2016,3,18,18,3/18/2016,shrub,17.011,0.2303
1,10859618,,2016,3,18,19,3/18/2016,shrub,13.834,0.2311
1,10859618,,2016,3,18,20,3/18/2016,shrub,12.292,0.2315
1,10859618,,2016,3,18,21,3/18/2016,shrub,11.977,0.2315
1,10859618,,2016,3,18,22,3/18/2016,shrub,11.005,0.2315
1,10859618,,2016,3,18,23,3/18/2016,shrub,10.026,0.2318
1,10859618,,2016,3,19,0,3/19/2016,shrub,9.583,0.2318
1,10859618,,2016,3,19,1,3/19/2016,shrub,8.319,0.2318
1,10859618,,2016,3,19,2,3/19/2016,shrub,8.12,0.2323
1,10859618,,2016,3,19,3,3/19/2016,shrub,7.444,0.2323
1,10859618,,2016,3,19,4,3/19/2016,shrub,6.864,0.2323
1,10859618,,2016,3,19,5,3/19/2016,shrub,6.687,0.2323
1,10859618,,2016,3,19,6,3/19/2016,shrub,6.535,0.2327
1,10859618,,2016,3,19,7,3/19/2016,shrub,8.916,0.2315
1,10859618,,2016,3,19,8,3/19/2016,shrub,15.939,0.2299
1,10859618,,2016,3,19,9,3/19/2016,shrub,25.283,0.2277
1,10859618,,2016,3,19,10,3/19/2016,shrub,35.368,0.2262
1,10859618,,2016,3,19,11,3/19/2016,shrub,37.893,0.2254
1,10859618,,2016,3,19,12,3/19/2016,shrub,38.644,0.2245
1,10859618,,2016,3,19,13,3/19/2016,shrub,37.48,0.2245
1,10859618,,2016,3,19,14,3/19/2016,shrub,34.15,0.2245
1,10859618,,2016,3,19,15,3/19/2016,shrub,31.204,0.2245
1,10859618,,2016,3,19,16,3/19/2016,shrub,28.916,0.2245
1,10859618,,2016,3,19,17,3/19/2016,shrub,22.968,0.2254
1,10859618,,2016,3,19,18,3/19/2016,shrub,17.772,0.2262
1,10859618,,2016,3,19,19,3/19/2016,shrub,13.594,0.2269
1,10859618,,2016,3,19,20,3/19/2016,shrub,12.678,0.2274
1,10859618,,2016,3,19,21,3/19/2016,shrub,11.589,0.2274
1,10859618,,2016,3,19,22,3/19/2016,shrub,11.029,0.2277
1,10859618,,2016,3,19,23,3/19/2016,shrub,10.614,0.2277
1,10859618,,2016,3,20,0,3/20/2016,shrub,9.952,0.2277
1,10859618,,2016,3,20,1,3/20/2016,shrub,8.866,0.2277
1,10859618,,2016,3,20,2,3/20/2016,shrub,8.593,0.2282
1,10859618,,2016,3,20,3,3/20/2016,shrub,7.945,0.2277
1,10859618,,2016,3,20,4,3/20/2016,shrub,7.544,0.2282
1,10859618,,2016,3,20,5,3/20/2016,shrub,7.242,0.2282
1,10859618,,2016,3,20,6,3/20/2016,shrub,6.712,0.2286
1,10859618,,2016,3,20,7,3/20/2016,shrub,9.163,0.2277
1,10859618,,2016,3,20,8,3/20/2016,shrub,17.534,0.2257
1,10859618,,2016,3,20,9,3/20/2016,shrub,24.122,0.2245
1,10859618,,2016,3,20,10,3/20/2016,shrub,38.644,0.2224
1,10859618,,2016,3,20,11,3/20/2016,shrub,40.92,0.2216
1,10859618,,2016,3,20,12,3/20/2016,shrub,42.179,0.2208
1,10859618,,2016,3,20,13,3/20/2016,shrub,37.398,0.2208
1,10859618,,2016,3,20,14,3/20/2016,shrub,34.019,0.2203
1,10859618,,2016,3,20,15,3/20/2016,shrub,32.407,0.2208
1,10859618,,2016,3,20,16,3/20/2016,shrub,30.571,0.2208
1,10859618,,2016,3,20,17,3/20/2016,shrub,22.633,0.2211
1,10859618,,2016,3,20,18,3/20/2016,shrub,17.51,0.2224
1,10859618,,2016,3,20,19,3/20/2016,shrub,13.353,0.2232
1,10859618,,2016,3,20,20,3/20/2016,shrub,12.292,0.2237
1,10859618,,2016,3,20,21,3/20/2016,shrub,10.467,0.2241
1,10859618,,2016,3,20,22,3/20/2016,shrub,9.188,0.2245
1,10859618,,2016,3,20,23,3/20/2016,shrub,8.494,0.2245
1,10859618,,2016,3,21,0,3/21/2016,shrub,7.945,0.2245
1,10859618,,2016,3,21,1,3/21/2016,shrub,7.444,0.2249
1,10859618,,2016,3,21,2,3/21/2016,shrub,6.484,0.2249
1,10859618,,2016,3,21,3,3/21/2016,shrub,6.382,0.2249
1,10859618,,2016,3,21,4,3/21/2016,shrub,6.204,0.2254
1,10859618,,2016,3,21,5,3/21/2016,shrub,6.026,0.2254
1,10859618,,2016,3,21,6,3/21/2016,shrub,6.281,0.2249
1,10859618,,2016,3,21,7,3/21/2016,shrub,6.914,0.2249
1,10859618,,2016,3,21,8,3/21/2016,shrub,15.318,0.2229
1,10859618,,2016,3,21,9,3/21/2016,shrub,24.75,0.2208
1,10859618,,2016,3,21,10,3/21/2016,shrub,31.996,0.2195
1,10859618,,2016,3,21,11,3/21/2016,shrub,32.201,0.219
1,10859618,,2016,3,21,12,3/21/2016,shrub,34.81,0.2182
1,10859618,,2016,3,21,13,3/21/2016,shrub,30.9,0.2182
1,10859618,,2016,3,21,14,3/21/2016,shrub,30.117,0.2177
1,10859618,,2016,3,21,15,3/21/2016,shrub,26.231,0.2182
1,10859618,,2016,3,21,16,3/21/2016,shrub,21.103,0.2182
1,10859618,,2016,3,21,17,3/21/2016,shrub,18.485,0.219
1,10859618,,2016,3,21,18,3/21/2016,shrub,14.385,0.2195
1,10859618,,2016,3,21,19,3/21/2016,shrub,10.907,0.2208
1,10859618,,2016,3,21,20,3/21/2016,shrub,7.795,0.2211
1,10859618,,2016,3,21,21,3/21/2016,shrub,6.788,0.2219
1,10859618,,2016,3,21,22,3/21/2016,shrub,6.509,0.2219
1,10859618,,2016,3,21,23,3/21/2016,shrub,5.565,0.2219
1,10859618,,2016,3,22,0,3/22/2016,shrub,5.668,0.2219
1,10859618,,2016,3,22,1,3/22/2016,shrub,5.514,0.2219
1,10859618,,2016,3,22,2,3/22/2016,shrub,3.827,0.2224
1,10859618,,2016,3,22,3,3/22/2016,shrub,4.999,0.2224
1,10859618,,2016,3,22,4,3/22/2016,shrub,5.745,0.2219
1,10859618,,2016,3,22,5,3/22/2016,shrub,6.687,0.2216
1,10859618,,2016,3,22,6,3/22/2016,shrub,7.645,0.2216
1,10859618,,2016,3,22,7,3/22/2016,shrub,8.693,0.2211
1,10859618,,2016,3,22,8,3/22/2016,shrub,14.218,0.2198
1,10859618,,2016,3,22,9,3/22/2016,shrub,15.629,0.219
1,10859618,,2016,3,22,10,3/22/2016,shrub,26.598,0.2177
1,10859618,,2016,3,22,11,3/22/2016,shrub,25.793,0.2169
1,10859618,,2016,3,22,12,3/22/2016,shrub,30.243,0.2161
1,10859618,,2016,3,22,13,3/22/2016,shrub,27.038,0.2156
1,10859618,,2016,3,22,14,3/22/2016,shrub,24.677,0.2156
1,10859618,,2016,3,22,15,3/22/2016,shrub,24.605,0.2156
1,10859618,,2016,3,22,16,3/22/2016,shrub,20.246,0.2156
1,10859618,,2016,3,22,17,3/22/2016,shrub,14.505,0.2164
1,10859618,,2016,3,22,18,3/22/2016,shrub,10.687,0.2174
1,10859618,,2016,3,22,19,3/22/2016,shrub,8.12,0.2182
1,10859618,,2016,3,22,20,3/22/2016,shrub,7.745,0.2182
1,10859618,,2016,3,22,21,3/22/2016,shrub,6.737,0.2185
1,10859618,,2016,3,22,22,3/22/2016,shrub,6.94,0.2185
1,10859618,,2016,3,22,23,3/22/2016,shrub,6.026,0.219
1,10859618,,2016,3,23,0,3/23/2016,shrub,6.484,0.2185
1,10859618,,2016,3,23,1,3/23/2016,shrub,8.17,0.2182
1,10859618,,2016,3,23,2,3/23/2016,shrub,4.688,0.219
1,10859618,,2016,3,23,3,3/23/2016,shrub,3.274,0.219
1,10859618,,2016,3,23,4,3/23/2016,shrub,2.477,0.2198
1,10859618,,2016,3,23,5,3/23/2016,shrub,6.077,0.219
1,10859618,,2016,3,23,6,3/23/2016,shrub,6.585,0.2185
1,10859618,,2016,3,23,7,3/23/2016,shrub,9.262,0.2182
1,10859618,,2016,3,23,8,3/23/2016,shrub,17.344,0.2164
1,10859618,,2016,3,23,9,3/23/2016,shrub,20.722,0.2148
1,10859618,,2016,3,23,10,3/23/2016,shrub,32.924,0.2134
1,10859618,,2016,3,23,11,3/23/2016,shrub,35.85,0.2122
1,10859618,,2016,3,23,12,3/23/2016,shrub,35.075,0.2122
1,10859618,,2016,3,23,13,3/23/2016,shrub,32.536,0.2109
1,10859618,,2016,3,23,14,3/23/2016,shrub,28.221,0.2109
1,10859618,,2016,3,23,15,3/23/2016,shrub,28.766,0.2112
1,10859618,,2016,3,23,16,3/23/2016,shrub,26.231,0.2109
1,10859618,,2016,3,23,17,3/23/2016,shrub,17.701,0.2117
1,10859618,,2016,3,23,18,3/23/2016,shrub,12.896,0.2126
1,10859618,,2016,3,23,19,3/23/2016,shrub,8.792,0.2139
1,10859618,,2016,3,23,20,3/23/2016,shrub,7.469,0.2143
1,10859618,,2016,3,23,21,3/23/2016,shrub,6.484,0.2143
1,10859618,,2016,3,23,22,3/23/2016,shrub,5.205,0.2148
1,10859618,,2016,3,23,23,3/23/2016,shrub,5.024,0.2153
1,10859618,,2016,3,24,0,3/24/2016,shrub,4.714,0.2153
1,10859618,,2016,3,24,1,3/24/2016,shrub,4.454,0.2153
1,10859618,,2016,3,24,2,3/24/2016,shrub,4.194,0.2156
1,10859618,,2016,3,24,3,3/24/2016,shrub,3.591,0.2156
1,10859618,,2016,3,24,4,3/24/2016,shrub,2.983,0.2156
1,10859618,,2016,3,24,5,3/24/2016,shrub,2.956,0.2161
1,10859618,,2016,3,24,6,3/24/2016,shrub,2.956,0.2156
1,10859618,,2016,3,24,7,3/24/2016,shrub,6.687,0.2153
1,10859618,,2016,3,24,8,3/24/2016,shrub,14.577,0.2131
1,10859618,,2016,3,24,9,3/24/2016,shrub,22.465,0.2109
1,10859618,,2016,3,24,10,3/24/2016,shrub,32.278,0.2095
1,10859618,,2016,3,24,11,3/24/2016,shrub,34.097,0.2087
1,10859618,,2016,3,24,12,3/24/2016,shrub,36.851,0.2073
1,10859618,,2016,3,24,13,3/24/2016,shrub,33.809,0.2064
1,10859618,,2016,3,24,14,3/24/2016,shrub,29.439,0.2064
1,10859618,,2016,3,24,15,3/24/2016,shrub,30.621,0.2064
1,10859618,,2016,3,24,16,3/24/2016,shrub,28.122,0.2061
1,10859618,,2016,3,24,17,3/24/2016,shrub,19.46,0.207
1,10859618,,2016,3,24,18,3/24/2016,shrub,14.074,0.2078
1,10859618,,2016,3,24,19,3/24/2016,shrub,11.005,0.2087
1,10859618,,2016,3,24,20,3/24/2016,shrub,10.1,0.2092
1,10859618,,2016,3,24,21,3/24/2016,shrub,8.668,0.2095
1,10859618,,2016,3,24,22,3/24/2016,shrub,7.795,0.2095
1,10859618,,2016,3,24,23,3/24/2016,shrub,7.041,0.2095
1,10859618,,2016,3,25,0,3/25/2016,shrub,6.56,0.21
1,10859618,,2016,3,25,1,3/25/2016,shrub,5.668,0.21
1,10859618,,2016,3,25,2,3/25/2016,shrub,5.437,0.2104
1,10859618,,2016,3,25,3,3/25/2016,shrub,5.179,0.21
1,10859618,,2016,3,25,4,3/25/2016,shrub,4.22,0.2104
1,10859618,,2016,3,25,5,3/25/2016,shrub,4.063,0.2104
1,10859618,,2016,3,25,6,3/25/2016,shrub,3.932,0.2109
1,10859618,,2016,3,25,7,3/25/2016,shrub,8.195,0.21
1,10859618,,2016,3,25,8,3/25/2016,shrub,18.557,0.2078
1,10859618,,2016,3,25,9,3/25/2016,shrub,25.137,0.2056
1,10859618,,2016,3,25,10,3/25/2016,shrub,35.155,0.2043
1,10859618,,2016,3,25,11,3/25/2016,shrub,37.042,0.2035
1,10859618,,2016,3,25,12,3/25/2016,shrub,38.588,0.2026
1,10859618,,2016,3,25,13,3/25/2016,shrub,36.2,0.2017
1,10859618,,2016,3,25,14,3/25/2016,shrub,30.722,0.2017
1,10859618,,2016,3,25,15,3/25/2016,shrub,32.253,0.2017
1,10859618,,2016,3,25,16,3/25/2016,shrub,27.998,0.2012
1,10859618,,2016,3,25,17,3/25/2016,shrub,20.698,0.202
1,10859618,,2016,3,25,18,3/25/2016,shrub,15.891,0.2026
1,10859618,,2016,3,25,19,3/25/2016,shrub,11.54,0.2035
1,10859618,,2016,3,25,20,3/25/2016,shrub,9.731,0.2038
1,10859618,,2016,3,25,21,3/25/2016,shrub,9.485,0.2043
1,10859618,,2016,3,25,22,3/25/2016,shrub,8.916,0.2043
1,10859618,,2016,3,25,23,3/25/2016,shrub,7.995,0.2047
1,10859618,,2016,3,26,0,3/26/2016,shrub,7.343,0.2047
1,10859618,,2016,3,26,1,3/26/2016,shrub,6.636,0.2047
1,10859618,,2016,3,26,2,3/26/2016,shrub,5.719,0.2052
1,10859618,,2016,3,26,3,3/26/2016,shrub,5.257,0.2052
1,10859618,,2016,3,26,4,3/26/2016,shrub,5.539,0.2047
1,10859618,,2016,3,26,5,3/26/2016,shrub,5.437,0.2052
1,10859618,,2016,3,26,6,3/26/2016,shrub,4.921,0.2052
1,10859618,,2016,3,26,7,3/26/2016,shrub,10.296,0.2043
1,10859618,,2016,3,26,8,3/26/2016,shrub,21.032,0.2017
1,10859618,,2016,3,26,9,3/26/2016,shrub,25.477,0.2008
1,10859618,,2016,3,26,10,3/26/2016,shrub,36.851,0.1985
1,10859618,,2016,3,26,11,3/26/2016,shrub,40.2,0.1981
1,10859618,,2016,3,26,12,3/26/2016,shrub,39.262,0.1972
1,10859618,,2016,3,26,13,3/26/2016,shrub,35.985,0.1963
1,10859618,,2016,3,26,14,3/26/2016,shrub,31.001,0.1963
1,10859618,,2016,3,26,15,3/26/2016,shrub,33.001,0.1963
1,10859618,,2016,3,26,16,3/26/2016,shrub,29.24,0.1954
1,10859618,,2016,3,26,17,3/26/2016,shrub,21.342,0.1963
1,10859618,,2016,3,26,18,3/26/2016,shrub,15.414,0.1972
1,10859618,,2016,3,26,19,3/26/2016,shrub,11.394,0.1981
1,10859618,,2016,3,26,20,3/26/2016,shrub,10.443,0.1985
1,10859618,,2016,3,26,21,3/26/2016,shrub,8.817,0.1985
1,10859618,,2016,3,26,22,3/26/2016,shrub,7.544,0.199
1,10859618,,2016,3,26,23,3/26/2016,shrub,7.519,0.199
1,10859618,,2016,3,27,0,3/27/2016,shrub,7.569,0.1985
1,10859618,,2016,3,27,1,3/27/2016,shrub,7.041,0.1985
1,10859618,,2016,3,27,2,3/27/2016,shrub,6.763,0.199
1,10859618,,2016,3,27,3,3/27/2016,shrub,6.077,0.199
1,10859618,,2016,3,27,4,3/27/2016,shrub,5.591,0.199
1,10859618,,2016,3,27,5,3/27/2016,shrub,5.745,0.1994
1,10859618,,2016,3,27,6,3/27/2016,shrub,5.668,0.1994
1,10859618,,2016,3,27,7,3/27/2016,shrub,9.879,0.1981
1,10859618,,2016,3,27,8,3/27/2016,shrub,13.666,0.1976
1,10859618,,2016,3,27,9,3/27/2016,shrub,23.617,0.1948
1,10859618,,2016,3,27,10,3/27/2016,shrub,39.772,0.1932
1,10859618,,2016,3,27,11,3/27/2016,shrub,39.403,0.1923
1,10859618,,2016,3,27,12,3/27/2016,shrub,38.924,0.1913
1,10859618,,2016,3,27,13,3/27/2016,shrub,37.618,0.1904
1,10859618,,2016,3,27,14,3/27/2016,shrub,32.768,0.1904
1,10859618,,2016,3,27,15,3/27/2016,shrub,33.809,0.1898
1,10859618,,2016,3,27,16,3/27/2016,shrub,30.318,0.1895
1,10859618,,2016,3,27,17,3/27/2016,shrub,22.681,0.1898
1,10859618,,2016,3,27,18,3/27/2016,shrub,16.701,0.1908
1,10859618,,2016,3,27,19,3/27/2016,shrub,14.314,0.1913
1,10859618,,2016,3,27,20,3/27/2016,shrub,12.558,0.1913
1,10859618,,2016,3,27,21,3/27/2016,shrub,11.321,0.1913
1,10859618,,2016,3,27,22,3/27/2016,shrub,10.173,0.1913
1,10859618,,2016,3,27,23,3/27/2016,shrub,9.78,0.1923
1,10859618,,2016,3,28,0,3/28/2016,shrub,8.792,0.1926
