site,shrub.rep,shrub.ID,x,y,z,codes,status,t shrub,t open,m shrub,m open,treatment
3,28,,3.1,2.6,1.7,feb.2017,original,,,,,unclipped
3,29,,1.2,1.3,1.3,feb.2017,original,,,,,
3,30,,2.5,2.4,1.7,feb.2017,original,,,,,
4,1,,14,1,0.9,feb.2017,original,,,,,
4,2,,3.3,3.4,1.7,feb.2017,original,,,,,
4,3,,1.4,2.1,0.9,feb.2017,original,,,,,
4,4,198,2.2,2,1.4,feb.2017,original,,,,,
4,5,,1.1,1,1,feb.2017,original,,,,,clipped
4,6,137,2.9,2.1,2,feb.2017,original,,,,,
4,7,130,2.6,2.3,1.5,feb.2017,original,,,,,unclipped
4,8,,1.6,2.1,1.6,feb.2017,original,,,,,clipped
4,9,,1.9,2.2,1.8,feb.2017,original,,,,,
4,10,,1.6,1.4,1.3,feb.2017,original,,,,,
4,11,,3.2,1.7,1.8,feb.2017,original,,,,,
4,12,,2.7,3.2,1.9,feb.2017,original,,,,,
4,13,,2.3,1.7,1.7,feb.2017,original,,,,,
4,14,,1.7,1.4,1.3,feb.2017,original,,,,,
4,15,,1.8,1.8,1.5,feb.2017,original,,,,,
4,16,,3,3.4,1.6,feb.2017,original,,,,,
4,17,133,2.9,2.8,1.3,feb.2017,original,,,,,
4,18,140 or 141?,2.9,3.2,1.8,feb.2017,original,,,,,unclipped
4,19,,2.3,2.2,1.5,feb.2017,original,,,,,clipped
4,20,143,3.5,4.5,2.1,feb.2017,original,,,,,
4,21,,0.9,1,1.1,feb.2017,original,,,,,unclipped
4,22,,0.7,0.6,0.7,feb.2017,original,,,,,
4,23,,2.7,1.8,1.5,feb.2017,original,,,,,
4,24,,0.9,0.7,1,feb.2017,original,,,,,
4,25,,1.3,1.4,1.5,feb.2017,original,,,,,
4,26,,2.4,2.1,1.6,feb.2017,original,,,,,
4,27,,3.4,3.8,1.8,feb.2017,original,,,,,
4,28,,3.2,3.1,1.9,feb.2017,original,,,,,
4,29,,3.9,2.9,1.8,feb.2017,original,,,,,
4,30,,1.7,1.9,1.3,feb.2017,original,,,,,
5,1,,2.7,2.3,1.6,feb.2017,original,,,,,
5,2,,2,1.7,0.9,feb.2017,original,,,,,
5,3,,1.1,1.7,0.9,feb.2017,original,,,,,
5,4,186,0.8,1.5,0.7,feb.2017,replaced,1098132,10981831,11001910,11001915,
5,5,,1.7,1.5,0.7,feb.2017,original,,,,,clipped
5,6,,2.6,3.3,1.8,feb.2017,original,,,,,
5,7,,0.4,0.4,0.6,feb.2017,original,,,,,
5,8,,1.2,1.5,1.2,feb.2017,original,,,,,
5,9,,2.2,2.3,1.3,feb.2017,original,,,,,
5,10,,1.3,1.5,1.3,feb.2017,original,,,,,
5,11,,1.8,1.9,1.3,feb.2017,original,,,,,
5,12,,1.6,1.4,1,feb.2017,original,,,,,
5,13,182,1.9,2,1.4,feb.2017,original,,,,,
5,14,,1.9,1.1,0.7,feb.2017,original,,,,,clipped
5,15,,1.2,1.2,0.9,feb.2017,original,,,,,
5,16,,3.7,1.1,0.5,feb.2017,original,,,,,
5,17,184,1.7,1.5,0.7,feb.2017,original,,,,,
5,18,,0.6,0.7,0.7,feb.2017,original,,,,,unclipped
5,19,180,1.3,1.5,1.1,feb.2017,original,,,,,
5,20,,1.4,1.5,1.1,feb.2017,original,,,,,unclipped
5,21,178,2.1,2.2,1.5,feb.2017,original,,,,,
5,22,176,2.1,3.6,1.5,feb.2017,original,,,,,clipped
5,23,,1.2,1.3,1.1,feb.2017,original,,,,,unclipped
5,24,,1.9,2,0.8,feb.2017,original,,,,,
5,25,,1.9,2.4,1.3,feb.2017,original,,,,,
5,26,,2.1,1.5,1.2,feb.2017,original,,,,,
5,27,,1.9,1.7,1.3,feb.2017,original,,,,,
5,28,,1.9,1.8,1.2,feb.2017,original,,,,,
5,29,,1.7,1.3,1.4,feb.2017,original,,,,,
5,30,,2.8,3.4,1.9,feb.2017,original,,,,,
6,1,,1.8,2,1.3,feb.2017,original,,,,,
6,2,174,2,1.8,1.4,feb.2017,original,,,,,
6,3,,1.7,1.8,1.5,feb.2017,original,,,,,clipped
6,4,164,2.2,3.3,1.8,feb.2017,replaced,11000470,10868938,10981827,10879369,
6,5,,1.4,0.9,1.8,feb.2017,original,,,,,unclipped
6,6,,1.4,1.3,1.4,feb.2017,original,,,,,
6,7,,2.2,1.7,1.3,feb.2017,original,,,,,
6,8,172,1.7,1.8,1.1,feb.2017,original,,,,,
6,9,,1.8,2.2,1.4,feb.2017,original,,,,,unclipped
6,10,,2,1.9,1.4,feb.2017,original,,,,,
6,11,,1.8,1.6,1.5,feb.2017,original,,,,,
6,12,,2.2,2.2,1.5,feb.2017,original,,,,,
6,13,,1.5,1.6,1.3,feb.2017,original,,,,,
6,14,,1.4,1.5,1.3,feb.2017,original,,,,,
6,15,,1.9,1.7,1.1,feb.2017,original,,,,,
6,16,,1.3,1.9,1.3,feb.2017,original,,,,,
6,17,,1.6,1.6,1.1,feb.2017,original,,,,,
6,18,,1.1,1.2,0.9,feb.2017,original,,,,,
6,19,168,2.3,2.4,1.4,feb.2017,original,,,,,
6,20,,1.8,2,1.6,feb.2017,original,,,,,unclipped
6,21,,2,2.1,1.7,feb.2017,original,,,,,
6,22,166,1.8,2,1.2,feb.2017,original,,,,,
6,23,,1.3,1,1.1,feb.2017,original,,,,,clipped
6,24,,1.5,1.3,1.1,feb.2017,original,,,,,
6,25,,1.9,2.1,1.3,feb.2017,original,,,,,
6,26,,1.6,1.8,1.3,feb.2017,original,,,,,
6,27,,1.7,2.2,1.3,feb.2017,original,,,,,
6,28,,2.1,2.6,1.4,feb.2017,original,,,,,
6,29,170,2.1,3.2,1.6,feb.2017,original,,,,,
6,30,,1.9,1.7,1.2,feb.2017,original,,,,,clipped
